date,original_body_fat_pct,original_fat_mass,calibrated_fat_mass,calibrated_body_fat_pct,weight
2024-06-21T06:05:09,16.1,29.108800000000002,33.51867162099395,18.53908828594798,180.8
2024-06-20T06:36:17,16.1,29.141000000000002,33.588109614491394,18.55696663784055,181.0
2024-06-19T07:16:12,16.1,29.173199999999998,33.65754760798883,18.574805523172646,181.2
2024-06-18T05:35:01,16.2,29.3868,34.11816734125139,18.80825101502282,181.4
2024-06-17T05:22:37,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-06-16T07:01:31,16.2,29.548800000000004,34.46751376816402,18.896663250089922,182.4
2024-06-15T05:29:41,16.0,28.896,33.059777055271695,18.305524393838148,180.6
2024-06-14T04:54:12,16.2,29.3868,34.11816734125139,18.80825101502282,181.4
2024-06-13T06:17:04,16.2,29.3868,34.11816734125139,18.80825101502282,181.4
2024-06-12T05:27:58,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-06-11T05:47:58,16.2,29.451600000000003,34.25790591201645,18.84373262487153,181.8
2024-06-10T05:22:00,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-06-09T06:44:04,16.4,30.077599999999997,35.60784951230839,19.415403223723224,183.4
2024-06-09T06:38:47,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-06-08T07:33:11,16.3,29.6986,34.790551390086904,19.094704385338588,182.2
2024-06-07T05:10:28,16.2,29.4192,34.18803662663392,18.82601135827859,181.6
2024-06-07T05:10:08,16.2,29.4192,34.18803662663392,18.82601135827859,181.6
2024-06-06T05:18:49,16.4,30.044799999999995,35.53711764315571,19.39798997988849,183.2
2024-06-06T05:10:31,16.4,30.143199999999997,35.74931325061374,19.45011602318484,183.8
2024-06-05T05:16:45,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-06-04T04:59:20,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-06-03T05:48:36,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-06-01T06:54:58,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-05-31T05:06:59,16.5,30.327,36.1456704929998,19.6657619657235,183.8
2024-05-30T05:18:25,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-05-29T04:57:56,16.3,29.829,35.07175369915731,19.164892731779954,183.0
2024-05-28T06:17:30,16.6,30.6436,36.82840554707715,19.950382203183725,184.6
2024-05-27T06:49:29,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-05-26T06:29:15,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-05-25T05:58:55,16.0,28.831999999999997,32.921763652046955,18.269569174276892,180.2
2024-05-25T05:58:15,16.0,28.831999999999997,32.921763652046955,18.269569174276892,180.2
2024-05-25T05:45:15,16.0,28.8,32.852756950434596,18.25153163913033,180.0
2024-05-25T05:44:21,16.0,28.8,32.852756950434596,18.25153163913033,180.0
2024-05-25T05:40:50,16.0,28.831999999999997,32.921763652046955,18.269569174276892,180.2
2024-05-25T05:40:25,16.0,28.831999999999997,32.921763652046955,18.269569174276892,180.2
2024-05-25T05:29:31,16.0,28.864,32.99077035365933,18.28756671488876,180.4
2024-05-25T05:27:12,16.0,28.864,32.99077035365933,18.28756671488876,180.4
2024-05-25T05:26:49,16.0,28.864,32.99077035365933,18.28756671488876,180.4
2024-05-25T05:26:28,16.1,29.108800000000002,33.51867162099395,18.53908828594798,180.8
2024-05-25T05:24:54,16.0,28.864,32.99077035365933,18.28756671488876,180.4
2024-05-24T20:17:44,16.3,29.666,34.72025081281931,19.077060886164453,182.0
2024-05-24T17:27:30,16.4,30.077599999999997,35.60784951230839,19.415403223723224,183.4
2024-05-24T04:25:06,16.9,31.636799999999994,38.970201048371024,20.817415089941786,187.2
2024-05-23T05:15:32,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-05-22T05:35:45,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-05-22T05:31:15,16.7,31.061999999999998,37.73066817065886,20.28530546809616,186.0
2024-05-21T05:23:17,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-05-19T06:44:57,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-05-18T06:46:26,16.3,29.829,35.07175369915731,19.164892731779954,183.0
2024-05-17T22:10:21,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
2024-05-17T05:45:40,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-05-16T05:38:28,16.6,30.743199999999998,37.04318890584565,20.001721871406943,185.2
2024-05-16T05:38:19,16.6,30.743199999999998,37.04318890584565,20.001721871406943,185.2
2024-05-14T05:09:08,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-05-13T05:08:35,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-05-12T07:54:26,16.6,30.743199999999998,37.04318890584565,20.001721871406943,185.2
2024-05-11T06:15:43,16.6,30.776400000000002,37.11478335876849,20.018761250684193,185.4
2024-05-10T05:02:11,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-05-09T20:25:47,16.8,31.3488,38.34914073385973,20.551522365412502,186.6
2024-05-09T05:44:20,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-05-09T05:17:01,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-05-08T05:08:18,16.7,31.061999999999998,37.73066817065886,20.28530546809616,186.0
2024-05-07T05:07:18,16.6,30.8096,37.186377811691315,20.035763907161268,185.6
2024-05-06T05:10:52,16.8,31.382400000000004,38.42159777055272,20.568307157683467,186.8
2024-05-05T05:58:22,16.9,31.7382,39.18886603410522,20.86734080623281,187.8
2024-05-04T04:35:06,16.8,31.3488,38.34914073385973,20.551522365412502,186.6
2024-05-03T06:07:00,16.6,30.8096,37.186377811691315,20.035763907161268,185.6
2024-05-03T05:44:17,16.7,31.061999999999998,37.73066817065886,20.28530546809616,186.0
2024-05-02T05:15:54,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-05-01T05:04:43,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
2024-04-30T05:32:22,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-04-28T06:28:38,16.3,29.829,35.07175369915731,19.164892731779954,183.0
2024-04-25T04:24:01,16.9,31.636799999999994,38.970201048371024,20.817415089941786,187.2
2024-04-24T04:16:14,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-04-23T06:04:53,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
2024-04-22T05:10:05,16.5,30.360000000000003,36.21683365403754,19.683061768498664,184.0
2024-04-21T06:00:57,16.4,30.044799999999995,35.53711764315571,19.39798997988849,183.2
2024-04-20T12:35:44,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-04-20T03:30:14,16.0,28.831999999999997,32.921763652046955,18.269569174276892,180.2
2024-04-19T05:16:14,16.2,29.3868,34.11816734125139,18.80825101502282,181.4
2024-04-19T05:00:36,16.2,29.4192,34.18803662663392,18.82601135827859,181.6
2024-04-18T19:07:31,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-04-18T17:37:33,16.5,30.327,36.1456704929998,19.6657619657235,183.8
2024-04-18T04:45:55,16.4,30.077599999999997,35.60784951230839,19.415403223723224,183.4
2024-04-18T04:38:41,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-04-17T19:29:08,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-04-17T04:57:22,16.6,30.6436,36.82840554707715,19.950382203183725,184.6
2024-04-17T04:46:09,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-04-16T21:06:42,16.8,31.3488,38.34914073385973,20.551522365412502,186.6
2024-04-16T04:12:15,16.7,31.061999999999998,37.73066817065886,20.28530546809616,186.0
2024-04-15T18:19:54,16.9,31.602999999999998,38.897312719792964,20.8007019891941,187.0
2024-04-15T05:03:44,16.7,31.061999999999998,37.73066817065886,20.28530546809616,186.0
2024-04-14T04:19:01,16.4,30.077599999999997,35.60784951230839,19.415403223723224,183.4
2024-04-13T20:12:58,16.6,30.71,36.971594452922815,19.98464565022855,185.0
2024-04-13T05:13:14,16.4,30.077599999999997,35.60784951230839,19.415403223723224,183.4
2024-04-12T19:38:45,16.6,30.743199999999998,37.04318890584565,20.001721871406943,185.2
2024-04-12T04:48:42,16.3,29.7638,34.93115254462211,19.129875435170927,182.6
2024-04-11T04:36:37,16.3,29.829,35.07175369915731,19.164892731779954,183.0
2024-04-07T04:30:23,16.6,30.6436,36.82840554707715,19.950382203183725,184.6
2024-04-04T05:19:55,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-04-03T05:51:11,16.5,30.426000000000002,36.35915997611306,19.71754879398756,184.4
2024-04-02T05:46:21,16.4,30.110399999999995,35.67858138146106,19.432778530207546,183.6
2024-04-01T05:38:34,16.7,31.028599999999997,37.65864242585096,20.26837590196499,185.8
2024-03-31T05:46:56,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
2024-03-30T06:23:10,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-03-30T06:23:01,16.3,29.796400000000002,35.00145312188971,19.147403239545792,182.8
2024-03-29T05:14:03,16.6,30.676800000000004,36.89999999999999,19.96753246753246,184.8
